audio_artifact,audio_seconds,cancellation,cancellation_probes,chunk_audio_seconds,cpu_percent_one_core,cpu_seconds,drain_settle_ms,drain_status,experiment,first_decodable_pcm_ms,first_flush_to_pcm_ms,first_text_delta_to_pcm_ms,first_voiced_native_frame_ms,first_voiced_native_frame_status,fixture,flushes,generated_tts_frames,inter_chunk_gap_ms,kokoro_model_load_seconds,log,model_initialization_end_ms,pcm_streaming,peak_rss_kib,policy,policy_definition,process_cold,queue,recovery,renderer,resident_during_render,returncode,run,status,stream_clock_hz,study,sustained_render_rtf,synthesis_rtf,synthesis_seconds,torch_cuda_available,torch_version,total_render_audio,underrun_risk,wall_seconds,wall_seconds_is_estimate,warm_tts_step_start_ms,warm_tts_step_to_final_wav_ms
,,not_exposed_by_native_say_cli,,,,,,internal_to_say_path; no separate event,STRIX-TTS-BAKEOFF-TTS-B1,4092.3369999999995,,,,not_measured_without_scratch_instrumentation,short,,50,,,research/experiments/strix-tts-bakeoff/generated/TTS-B1/logs/native-short-r01.log,1455.3700000000001,final_file_only,,,,True,,log_only; process wall/CPU/RSS were not persisted by the interrupted harness,native_voicechat,True,0,1,pass,,,1.5170449481455075,,,,,"{""sample_rate"":22050,""channels"":1,""sample_width_bytes"":2,""frames"":88200,""audio_seconds"":4.0,""pcm_bytes"":176400}",,4.092337,True,1455.632,2636.7049999999995
,,not_exposed_by_native_say_cli,,,,,,internal_to_say_path; no separate event,STRIX-TTS-BAKEOFF-TTS-B1,4016.464,,,,not_measured_without_scratch_instrumentation,short,,50,,,research/experiments/strix-tts-bakeoff/generated/TTS-B1/logs/native-short-r02.log,1322.3590000000002,final_file_only,,,,True,,log_only; process wall/CPU/RSS were not persisted by the interrupted harness,native_voicechat,True,0,2,pass,,,1.4849105248601864,,,,,"{""sample_rate"":22050,""channels"":1,""sample_width_bytes"":2,""frames"":88200,""audio_seconds"":4.0,""pcm_bytes"":176400}",,4.016464,True,1322.699,2693.765
,,not_exposed_by_native_say_cli,,,,,,internal_to_say_path; no separate event,STRIX-TTS-BAKEOFF-TTS-B1,3887.3190000000004,,,,not_measured_without_scratch_instrumentation,short,,50,,,research/experiments/strix-tts-bakeoff/generated/TTS-B1/logs/native-short-r03.log,1310.575,final_file_only,,,,True,,log_only; process wall/CPU/RSS were not persisted by the interrupted harness,native_voicechat,True,0,3,pass,,,1.5525081545490815,,,,,"{""sample_rate"":22050,""channels"":1,""sample_width_bytes"":2,""frames"":88200,""audio_seconds"":4.0,""pcm_bytes"":176400}",,3.887319,True,1310.843,2576.4760000000006
,,not_exposed_by_native_say_cli,,,,,,internal_to_say_path; no separate event,STRIX-TTS-BAKEOFF-TTS-B1,3903.101,,,,not_measured_without_scratch_instrumentation,short,,50,,,research/experiments/strix-tts-bakeoff/generated/TTS-B1/logs/native-short-r04.log,1287.446,final_file_only,,,,True,,log_only; process wall/CPU/RSS were not persisted by the interrupted harness,native_voicechat,True,0,4,pass,,,1.5294068616074141,,,,,"{""sample_rate"":22050,""channels"":1,""sample_width_bytes"":2,""frames"":88200,""audio_seconds"":4.0,""pcm_bytes"":176400}",,3.903101,True,1287.7079999999999,2615.393
,,not_exposed_by_native_say_cli,,,,,,internal_to_say_path; no separate event,STRIX-TTS-BAKEOFF-TTS-B1,3891.542,,,,not_measured_without_scratch_instrumentation,short,,50,,,research/experiments/strix-tts-bakeoff/generated/TTS-B1/logs/native-short-r05.log,1288.2500000000002,final_file_only,,,,True,,log_only; process wall/CPU/RSS were not persisted by the interrupted harness,native_voicechat,True,0,5,pass,,,1.5366707260385015,,,,,"{""sample_rate"":22050,""channels"":1,""sample_width_bytes"":2,""frames"":88200,""audio_seconds"":4.0,""pcm_bytes"":176400}",,3.891542,True,1288.5120000000002,2603.0299999999993
,14.325,,,"[6.875,7.45]",,,,,STRIX-TTS-BAKEOFF-TTS-B1,,573.5506420023739,1613.550642002374,,,medium,"[{""flush_ms"":1040.0,""ready_ms"":1613.550642002374,""synthesis_ms"":573.5506420023739,""audio_seconds"":6.875,""chars"":95,""text"":""A fluent spoken assistant must begin responding before the complete answer has been generated."",""gap_ms"":0.0},{""flush_ms"":2560.0,""ready_ms"":3164.3447419069707,""synthesis_ms"":604.3447419069707,""audio_seconds"":7.45,""chars"":112,""text"":""It must keep producing audio while text continues to arrive, and it must stop promptly when the user interrupts."",""gap_ms"":0.0}]",,[0.0],,,,,,sentence,flush at complete sentence boundary,,"{""max_accepted_not_flushed_chars"":112,""max_playback_queue_ms"":5324.205900095403,""final_accepted_not_flushed_chars"":0,""model_reused_across_flushes"":true}",,kokoro_cpu,,,,,12.5,kokoro_text_stream_simulation,,12.16152146929757,1.1778953839093447,,,,"{""underrun_ms"":0.0,""deadline_misses"":0}",,,,
,14.325,,,"[10.925,3.4]",,,,,STRIX-TTS-BAKEOFF-TTS-B1,,921.3977539911866,2761.3977539911866,,,medium,"[{""flush_ms"":1840.0,""ready_ms"":2761.3977539911866,""synthesis_ms"":921.3977539911866,""audio_seconds"":10.925,""chars"":156,""text"":""A fluent spoken assistant must begin responding before the complete answer has been generated. It must keep producing audio while text continues to arrive,"",""gap_ms"":0.0},{""flush_ms"":2560.0,""ready_ms"":2842.0438410853967,""synthesis_ms"":282.0438410853967,""audio_seconds"":3.4,""chars"":51,""text"":""and it must stop promptly when the user interrupts."",""gap_ms"":0.0}]",,[0.0],,,,,,clause,"flush at clause/punctuation boundary [,;:!?]",,"{""max_accepted_not_flushed_chars"":156,""max_playback_queue_ms"":10844.35391290579,""final_accepted_not_flushed_chars"":0,""model_reused_across_flushes"":true}",,kokoro_cpu,,,,,12.5,kokoro_text_stream_simulation,,11.903361208890574,1.2034415950765833,,,,"{""underrun_ms"":0.0,""deadline_misses"":0}",,,,
,15.025,,,"[4.45,4.275,2.9,3.4]",,,,,STRIX-TTS-BAKEOFF-TTS-B1,,334.5277579501271,974.5277579501271,,,medium,"[{""flush_ms"":640.0,""ready_ms"":974.5277579501271,""synthesis_ms"":334.5277579501271,""audio_seconds"":4.45,""chars"":59,""text"":""A fluent spoken assistant must begin responding before the"",""gap_ms"":0.0},{""flush_ms"":1360.0,""ready_ms"":1699.8914549034089,""synthesis_ms"":339.8914549034089,""audio_seconds"":4.275,""chars"":59,""text"":""complete answer has been generated. It must keep producing"",""gap_ms"":0.0},{""flush_ms"":1840.0,""ready_ms"":2130.026057045907,""synthesis_ms"":290.0260570459068,""audio_seconds"":2.9,""chars"":38,""text"":""audio while text continues to arrive,"",""gap_ms"":0.0},{""flush_ms"":2560.0,""ready_ms"":2776.4570630993694,""synthesis_ms"":216.4570630993694,""audio_seconds"":3.4,""chars"":51,""text"":""and it must stop promptly when the user interrupts."",""gap_ms"":0.0}]",,"[0.0,0.0,0.0]",,,,,,bounded_word,flush at a word boundary after 32 characters or 640 ms since the previous flush,,"{""max_accepted_not_flushed_chars"":59,""max_playback_queue_ms"":9823.070694850758,""final_accepted_not_flushed_chars"":0,""model_reused_across_flushes"":true}",,kokoro_cpu,,,,,12.5,kokoro_text_stream_simulation,,12.723321463719314,1.1809023329988122,,,,"{""underrun_ms"":0.0,""deadline_misses"":0}",,,,
research/experiments/strix-tts-bakeoff/generated/TTS-B1/audio/long-sentence.wav,28.25,,,"[5.975,12.25,10.025]",,,,,STRIX-TTS-BAKEOFF-TTS-B1,,497.3528889240697,1377.3528889240697,,,long,"[{""flush_ms"":880.0,""ready_ms"":1377.3528889240697,""synthesis_ms"":497.3528889240697,""audio_seconds"":5.975,""chars"":84,""text"":""The Strix serving study treats the conversational timeline as the product boundary."",""gap_ms"":0.0},{""flush_ms"":2880.0,""ready_ms"":3870.741588990204,""synthesis_ms"":990.741588990204,""audio_seconds"":12.25,""chars"":176,""text"":""A speech renderer may be replaced if it accepts text quickly, starts audio incrementally, sustains real-time output, and drains or cancels without damaging conversation state."",""gap_ms"":0.0},{""flush_ms"":4400.0,""ready_ms"":5208.753484045155,""synthesis_ms"":808.7534840451553,""audio_seconds"":10.025,""chars"":139,""text"":""The useful comparison is therefore not model identity but the felt latency, continuity, and interruptibility of the resulting conversation."",""gap_ms"":0.0}]",,"[0.0,0.0]",,,,,,sentence,flush at complete sentence boundary,,"{""max_accepted_not_flushed_chars"":176,""max_playback_queue_ms"":14393.599404878914,""final_accepted_not_flushed_chars"":0,""model_reused_across_flushes"":true}",,kokoro_cpu,,,,,12.5,kokoro_text_stream_simulation,,12.299464513053826,2.296847961959429,,,,"{""underrun_ms"":0.0,""deadline_misses"":0}",,,,
research/experiments/strix-tts-bakeoff/generated/TTS-B1/audio/long-clause.wav,30.125,,,"[9.725,2.325,2.3,10.075,1.675,4.025]",,,,,STRIX-TTS-BAKEOFF-TTS-B1,,768.2743209879845,2528.2743209879845,,,long,"[{""flush_ms"":1760.0,""ready_ms"":2528.2743209879845,""synthesis_ms"":768.2743209879845,""audio_seconds"":9.725,""chars"":146,""text"":""The Strix serving study treats the conversational timeline as the product boundary. A speech renderer may be replaced if it accepts text quickly,"",""gap_ms"":0.0},{""flush_ms"":2000.0,""ready_ms"":2191.595252021216,""synthesis_ms"":191.59525202121586,""audio_seconds"":2.325,""chars"":28,""text"":""starts audio incrementally,"",""gap_ms"":0.0},{""flush_ms"":2240.0,""ready_ms"":2452.066128035076,""synthesis_ms"":212.06612803507596,""audio_seconds"":2.3,""chars"":27,""text"":""sustains real-time output,"",""gap_ms"":0.0},{""flush_ms"":3840.0,""ready_ms"":4623.423018991016,""synthesis_ms"":783.4230189910159,""audio_seconds"":10.075,""chars"":135,""text"":""and drains or cancels without damaging conversation state. The useful comparison is therefore not model identity but the felt latency,"",""gap_ms"":0.0},{""flush_ms"":3920.0,""ready_ms"":4075.1703240256757,""synthesis_ms"":155.17032402567565,""audio_seconds"":1.675,""chars"":12,""text"":""continuity,"",""gap_ms"":0.0},{""flush_ms"":4400.0,""ready_ms"":4712.281279009767,""synthesis_ms"":312.2812790097669,""audio_seconds"":4.025,""chars"":51,""text"":""and interruptibility of the resulting conversation."",""gap_ms"":0.0}]",,"[0.0,0.0,0.0,0.0,0.0]",,,,,,clause,"flush at clause/punctuation boundary [,;:!?]",,"{""max_accepted_not_flushed_chars"":146,""max_playback_queue_ms"":23915.993041978218,""final_accepted_not_flushed_chars"":0,""model_reused_across_flushes"":true}",,kokoro_cpu,,,,,12.5,kokoro_text_stream_simulation,,12.433907728203323,2.4228103230707347,,,,"{""underrun_ms"":0.0,""deadline_misses"":0}",,,,
research/experiments/strix-tts-bakeoff/generated/TTS-B1/audio/long-bounded_word.wav,30.325,,,"[4.475,3.975,4.225,5.0,4.925,3.7,4.025]",,,,,STRIX-TTS-BAKEOFF-TTS-B1,,353.5382399568334,993.5382399568334,,,long,"[{""flush_ms"":640.0,""ready_ms"":993.5382399568334,""synthesis_ms"":353.5382399568334,""audio_seconds"":4.475,""chars"":62,""text"":""The Strix serving study treats the conversational timeline as"",""gap_ms"":0.0},{""flush_ms"":1360.0,""ready_ms"":1663.699869895354,""synthesis_ms"":303.6998698953539,""audio_seconds"":3.975,""chars"":56,""text"":""the product boundary. A speech renderer may be replaced"",""gap_ms"":0.0},{""flush_ms"":2000.0,""ready_ms"":2317.8953579626977,""synthesis_ms"":317.89535796269774,""audio_seconds"":4.225,""chars"":56,""text"":""if it accepts text quickly, starts audio incrementally,"",""gap_ms"":0.0},{""flush_ms"":2720.0,""ready_ms"":3080.8476360095665,""synthesis_ms"":360.8476360095665,""audio_seconds"":5.0,""chars"":66,""text"":""sustains real-time output, and drains or cancels without damaging"",""gap_ms"":0.0},{""flush_ms"":3440.0,""ready_ms"":3786.920561976731,""synthesis_ms"":346.9205619767308,""audio_seconds"":4.925,""chars"":65,""text"":""conversation state. The useful comparison is therefore not model"",""gap_ms"":0.0},{""flush_ms"":3920.0,""ready_ms"":4190.864602993242,""synthesis_ms"":270.86460299324244,""audio_seconds"":3.7,""chars"":43,""text"":""identity but the felt latency, continuity,"",""gap_ms"":0.0},{""flush_ms"":4400.0,""ready_ms"":4595.377907017246,""synthesis_ms"":195.3779070172459,""audio_seconds"":4.025,""chars"":51,""text"":""and interruptibility of the resulting conversation."",""gap_ms"":0.0}]",,"[0.0,0.0,0.0,0.0,0.0,0.0]",,,,,,bounded_word,flush at a word boundary after 32 characters or 640 ms since the previous flush,,"{""max_accepted_not_flushed_chars"":66,""max_playback_queue_ms"":22698.160332939588,""final_accepted_not_flushed_chars"":0,""model_reused_across_flushes"":true}",,kokoro_cpu,,,,,12.5,kokoro_text_stream_simulation,,14.110267864438228,2.1491441758116707,,,,"{""underrun_ms"":0.0,""deadline_misses"":0}",,,,
,,,"[{""point"":""before_synthesis"",""cancel_latency_ms"":0.0,""discarded_audio"":true,""new_request_without_reload"":true,""note"":""queued text was rejected before invoking Kokoro""},{""point"":""while_chunk_synthesizing"",""cancel_latency_ms"":567.672244971618,""discarded_audio"":true,""new_request_without_reload"":true,""inflight_compute_preempted"":false,""note"":""cancellation discards the completed result; it cannot preempt this synchronous CPU synthesis call""},{""point"":""after_pcm_queued_before_playback"",""cancel_latency_ms"":0.3560599870979786,""discarded_audio"":true,""queued_pcm_bytes"":302400,""new_request_without_reload"":true,""note"":""in-memory queued PCM can be discarded immediately""},{""point"":""between_chunks"",""cancel_latency_ms"":0.0,""discarded_audio"":true,""new_request_without_reload"":true,""note"":""adapter can drop the pending queue between completed Kokoro chunks""}]",,,,,,STRIX-TTS-BAKEOFF-TTS-B1,,,,,,,,,,1.0064190470147878,,,,,,,,,,kokoro_cpu,,,,,,kokoro_text_stream_simulation,,,,False,2.5.1+rocm6.2,,,,,,
